timestamp,rr,sr,cnt,mrt,tc
1611936660,100.0,100.0,60,255.83,ServiceTest5
1611936660,100.0,100.0,98,430.31,ServiceTest11
1611936660,100.0,100.0,70,291.21,ServiceTest3
1611936660,100.0,100.0,83,291.8,ServiceTest6
1611936660,100.0,100.0,58,666.72,ServiceTest4
1611936720,100.0,100.0,64,189.25,ServiceTest1
1611936720,100.0,100.0,68,243.71,ServiceTest2
1611936720,100.0,100.0,57,404.56,ServiceTest7
1611936720,100.0,100.0,82,422.37,ServiceTest11
1611936720,100.0,100.0,75,611.47,ServiceTest4
1611936720,100.0,100.0,77,391.91,ServiceTest6
1611936720,100.0,100.0,57,267.0,ServiceTest5
1611936720,100.0,100.0,92,230.49,ServiceTest3
1611936720,100.0,100.0,68,161.5,ServiceTest10
1611936720,100.0,100.0,52,594.77,ServiceTest8
1611936720,100.0,100.0,80,167.85,ServiceTest9
1611936780,100.0,100.0,86,178.43,ServiceTest10
1611936780,100.0,100.0,76,404.41,ServiceTest11
1611936780,100.0,100.0,69,304.59,ServiceTest3
1611936780,100.0,100.0,63,160.76,ServiceTest1
1611936780,100.0,100.0,54,235.04,ServiceTest5
1611936780,100.0,100.0,70,193.66,ServiceTest8
1611936780,100.0,100.0,56,227.0,ServiceTest9
1611936780,100.0,100.0,68,451.29,ServiceTest7
1611936780,100.0,100.0,70,362.24,ServiceTest6
1611936780,100.0,100.0,74,272.89,ServiceTest2
1611936780,100.0,100.0,56,648.95,ServiceTest4
1611936840,100.0,100.0,69,316.64,ServiceTest6
1611936840,100.0,100.0,61,260.67,ServiceTest3
1611936840,100.0,100.0,86,350.13,ServiceTest7
1611936840,100.0,100.0,72,174.22,ServiceTest10
1611936840,100.0,100.0,51,748.08,ServiceTest4
1611936840,100.0,100.0,83,228.14,ServiceTest9
1611936840,100.0,100.0,88,207.57,ServiceTest11
1611936840,100.0,100.0,62,284.39,ServiceTest5
1611936840,100.0,100.0,66,345.18,ServiceTest2
1611936840,100.0,100.0,76,320.09,ServiceTest8
1611936840,100.0,100.0,51,173.65,ServiceTest1
1611936900,100.0,100.0,69,231.78,ServiceTest11
1611936900,100.0,100.0,74,196.08,ServiceTest5
1611936900,100.0,100.0,61,204.61,ServiceTest1
1611936900,100.0,100.0,65,268.54,ServiceTest6
1611936900,100.0,100.0,91,210.6,ServiceTest9
1611936900,100.0,100.0,65,283.38,ServiceTest2
1611936900,100.0,100.0,99,278.38,ServiceTest8
1611936900,100.0,100.0,78,301.5,ServiceTest3
1611936900,100.0,100.0,74,363.97,ServiceTest7
1611936900,100.0,100.0,60,827.42,ServiceTest4
1611936900,100.0,100.0,61,94.23,ServiceTest10
1611936960,100.0,100.0,65,194.48,ServiceTest10
1611936960,100.0,100.0,88,185.0,ServiceTest1
1611936960,100.0,100.0,57,393.61,ServiceTest7
1611936960,100.0,100.0,94,308.5,ServiceTest8
1611936960,100.0,100.0,59,309.37,ServiceTest6
1611936960,100.0,100.0,76,407.12,ServiceTest11
1611936960,100.0,100.0,72,200.36,ServiceTest5
1611936960,100.0,100.0,68,708.79,ServiceTest4
1611936960,100.0,100.0,65,236.31,ServiceTest9
1611936960,100.0,100.0,74,328.54,ServiceTest2
1611936960,100.0,100.0,73,269.32,ServiceTest3
1611937020,100.0,100.0,47,295.17,ServiceTest3
1611937020,100.0,100.0,92,212.96,ServiceTest1
1611937020,100.0,100.0,60,281.67,ServiceTest2
1611937020,100.0,100.0,64,269.5,ServiceTest9
1611937020,100.0,100.0,77,342.44,ServiceTest8
1611937020,100.0,100.0,65,292.68,ServiceTest6
1611937020,100.0,100.0,67,730.49,ServiceTest4
1611937020,100.0,100.0,76,213.0,ServiceTest5
1611937020,100.0,100.0,74,229.0,ServiceTest10
1611937020,100.0,100.0,49,473.45,ServiceTest7
1611937020,100.0,100.0,92,357.78,ServiceTest11
1611937080,100.0,100.0,70,207.4,ServiceTest3
1611937080,100.0,100.0,83,145.25,ServiceTest1
1611937080,100.0,100.0,62,286.32,ServiceTest8
1611937080,100.0,100.0,59,252.1,ServiceTest6
1611937080,100.0,100.0,71,174.7,ServiceTest10
1611937080,100.0,100.0,75,300.13,ServiceTest11
1611937080,100.0,100.0,73,759.04,ServiceTest4
1611937080,100.0,100.0,85,236.76,ServiceTest9
1611937080,100.0,100.0,74,265.5,ServiceTest5
1611937080,100.0,100.0,62,254.45,ServiceTest2
1611937080,100.0,100.0,62,383.58,ServiceTest7
1611937140,100.0,100.0,76,212.68,ServiceTest9
1611937140,100.0,100.0,74,303.59,ServiceTest3
1611937140,100.0,100.0,64,135.5,ServiceTest5
1611937140,100.0,100.0,85,191.47,ServiceTest1
1611937140,100.0,100.0,76,237.07,ServiceTest10
1611937140,100.0,100.0,73,282.25,ServiceTest2
1611937140,100.0,100.0,59,599.54,ServiceTest7
1611937140,100.0,100.0,51,351.82,ServiceTest8
1611937140,100.0,100.0,71,615.76,ServiceTest4
1611937140,100.0,100.0,74,343.14,ServiceTest11
1611937140,100.0,100.0,58,370.38,ServiceTest6
1611937200,100.0,100.0,71,166.9,ServiceTest1
1611937200,100.0,100.0,55,720.33,ServiceTest4
1611937200,100.0,100.0,81,299.56,ServiceTest2
1611937200,100.0,100.0,71,307.56,ServiceTest6
1611937200,100.0,100.0,60,357.03,ServiceTest5
1611937200,100.0,100.0,58,322.0,ServiceTest11
1611937200,100.0,100.0,66,232.12,ServiceTest8
1611937200,100.0,100.0,77,234.84,ServiceTest3
1611937200,100.0,100.0,68,302.71,ServiceTest10
1611937200,100.0,100.0,84,469.05,ServiceTest7
1611937200,100.0,100.0,74,266.84,ServiceTest9
1611937260,100.0,100.0,74,318.0,ServiceTest9
1611937260,100.0,100.0,63,326.48,ServiceTest8
1611937260,100.0,100.0,72,330.75,ServiceTest6
1611937260,100.0,100.0,74,164.57,ServiceTest5
1611937260,100.0,100.0,72,236.68,ServiceTest3
1611937260,100.0,100.0,80,178.07,ServiceTest10
1611937260,100.0,100.0,81,349.42,ServiceTest2
1611937260,100.0,100.0,61,844.26,ServiceTest4
1611937260,100.0,100.0,57,129.91,ServiceTest1
1611937260,100.0,100.0,60,324.6,ServiceTest11
1611937260,100.0,100.0,67,452.07,ServiceTest7
1611937320,100.0,100.0,67,239.88,ServiceTest1
1611937320,100.0,100.0,66,345.45,ServiceTest5
1611937320,100.0,100.0,64,326.12,ServiceTest6
1611937320,100.0,100.0,75,417.33,ServiceTest11
1611937320,100.0,100.0,76,249.67,ServiceTest9
1611937320,100.0,100.0,81,332.77,ServiceTest10
1611937320,100.0,100.0,68,487.47,ServiceTest7
1611937320,100.0,100.0,76,297.71,ServiceTest2
1611937320,100.0,100.0,62,358.0,ServiceTest8
1611937320,100.0,100.0,62,852.71,ServiceTest4
1611937320,100.0,100.0,69,343.03,ServiceTest3
1611937380,100.0,100.0,71,301.25,ServiceTest3
1611937380,100.0,100.0,77,257.43,ServiceTest8
1611937380,100.0,100.0,56,509.86,ServiceTest7
1611937380,100.0,100.0,81,106.85,ServiceTest5
1611937380,100.0,100.0,61,318.31,ServiceTest11
1611937380,100.0,100.0,90,136.4,ServiceTest9
1611937380,100.0,100.0,62,185.81,ServiceTest10
1611937380,100.0,100.0,60,170.23,ServiceTest2
1611937380,100.0,100.0,79,157.63,ServiceTest1
1611937380,100.0,100.0,62,370.23,ServiceTest6
1611937380,100.0,100.0,59,776.42,ServiceTest4
1611937440,100.0,100.0,75,210.36,ServiceTest1
1611937440,100.0,100.0,60,302.5,ServiceTest3
1611937440,100.0,100.0,78,295.12,ServiceTest10
1611937440,100.0,100.0,84,261.98,ServiceTest8
1611937440,100.0,100.0,60,322.3,ServiceTest9
1611937440,100.0,100.0,67,461.06,ServiceTest7
1611937440,100.0,100.0,66,238.77,ServiceTest2
1611937440,100.0,100.0,71,367.41,ServiceTest11
1611937440,100.0,100.0,68,340.21,ServiceTest6
1611937440,100.0,100.0,84,233.0,ServiceTest5
1611937440,100.0,100.0,56,797.89,ServiceTest4
1611937500,100.0,100.0,89,300.31,ServiceTest6
1611937500,100.0,100.0,92,347.68,ServiceTest8
1611937500,100.0,100.0,61,508.26,ServiceTest7
1611937500,100.0,100.0,92,302.52,ServiceTest10
1611937500,100.0,100.0,65,253.92,ServiceTest3
1611937500,100.0,100.0,81,227.56,ServiceTest1
1611937500,100.0,100.0,50,209.64,ServiceTest9
1611937500,100.0,100.0,97,258.99,ServiceTest5
1611937500,100.0,100.0,88,403.09,ServiceTest11
1611937500,100.0,100.0,64,981.5,ServiceTest4
1611937500,100.0,100.0,68,288.06,ServiceTest2
1611937560,100.0,100.0,88,411.99,ServiceTest11
1611937560,100.0,100.0,71,227.92,ServiceTest5
1611937560,100.0,100.0,88,475.65,ServiceTest6
1611937560,100.0,100.0,70,201.49,ServiceTest10
1611937560,100.0,100.0,77,109.43,ServiceTest1
1611937560,100.0,100.0,52,288.69,ServiceTest9
1611937560,100.0,100.0,104,725.55,ServiceTest4
1611937560,100.0,100.0,59,768.1,ServiceTest7
1611937560,100.0,100.0,70,395.71,ServiceTest2
1611937560,100.0,100.0,53,236.92,ServiceTest3
1611937560,100.0,100.0,91,426.58,ServiceTest8
1611937620,100.0,100.0,69,370.35,ServiceTest11
1611937620,100.0,100.0,80,789.88,ServiceTest4
1611937620,100.0,100.0,84,417.64,ServiceTest8
1611937620,100.0,100.0,61,479.0,ServiceTest2
1611937620,100.0,100.0,64,379.98,ServiceTest3
1611937620,100.0,100.0,72,347.62,ServiceTest6
1611937620,100.0,100.0,79,118.52,ServiceTest10
1611937620,100.0,100.0,60,310.0,ServiceTest9
1611937620,100.0,100.0,67,245.01,ServiceTest1
1611937620,100.0,100.0,72,253.54,ServiceTest5
1611937620,100.0,100.0,67,488.46,ServiceTest7
1611937680,100.0,100.0,66,288.76,ServiceTest6
1611937680,100.0,100.0,45,876.51,ServiceTest4
1611937680,100.0,100.0,77,234.14,ServiceTest1
1611937680,100.0,100.0,71,297.46,ServiceTest9
1611937680,100.0,100.0,95,251.27,ServiceTest5
1611937680,100.0,100.0,89,316.39,ServiceTest2
1611937680,100.0,100.0,87,220.55,ServiceTest3
1611937680,100.0,100.0,71,349.96,ServiceTest7
1611937680,100.0,100.0,79,376.09,ServiceTest11
1611937680,100.0,100.0,92,179.87,ServiceTest10
1611937680,100.0,100.0,55,376.25,ServiceTest8
1611937740,100.0,100.0,84,269.14,ServiceTest10
1611937740,100.0,100.0,97,255.72,ServiceTest3
1611937740,100.0,100.0,73,343.84,ServiceTest9
1611937740,100.0,100.0,61,317.59,ServiceTest6
1611937740,100.0,100.0,77,372.51,ServiceTest7
1611937740,100.0,100.0,94,380.72,ServiceTest2
1611937740,100.0,100.0,95,231.32,ServiceTest5
1611937740,100.0,100.0,75,184.41,ServiceTest1
1611937740,100.0,100.0,42,731.29,ServiceTest4
1611937740,100.0,100.0,64,293.12,ServiceTest11
1611937740,100.0,100.0,53,326.11,ServiceTest8
1611937800,100.0,100.0,89,316.16,ServiceTest3
1611937800,100.0,100.0,81,186.59,ServiceTest10
1611937800,100.0,100.0,100,285.56,ServiceTest9
1611937800,100.0,100.0,61,359.7,ServiceTest8
1611937800,100.0,100.0,75,287.16,ServiceTest6
1611937800,100.0,100.0,71,813.2,ServiceTest4
1611937800,100.0,100.0,82,366.05,ServiceTest2
1611937800,100.0,100.0,96,473.38,ServiceTest7
1611937800,100.0,100.0,64,218.72,ServiceTest1
1611937800,100.0,100.0,61,384.18,ServiceTest11
1611937800,100.0,100.0,62,325.87,ServiceTest5
1611937860,100.0,100.0,85,321.82,ServiceTest3
1611937860,100.0,100.0,104,268.13,ServiceTest11
1611937860,100.0,100.0,66,321.8,ServiceTest2
1611937860,100.0,100.0,52,459.02,ServiceTest8
1611937860,100.0,100.0,81,186.01,ServiceTest5
1611937860,100.0,100.0,68,843.29,ServiceTest4
1611937860,100.0,100.0,75,132.87,ServiceTest1
1611937860,100.0,100.0,74,285.86,ServiceTest6
1611937860,100.0,100.0,107,311.41,ServiceTest9
1611937860,100.0,100.0,114,215.21,ServiceTest10
1611937860,100.0,100.0,77,549.17,ServiceTest7
1611937920,100.0,100.0,59,434.22,ServiceTest6
1611937920,100.0,100.0,63,313.79,ServiceTest3
1611937920,100.0,100.0,88,350.69,ServiceTest2
1611937920,100.0,100.0,97,218.74,ServiceTest10
1611937920,100.0,100.0,89,250.48,ServiceTest5
1611937920,100.0,100.0,56,513.64,ServiceTest7
1611937920,100.0,100.0,106,239.57,ServiceTest9
1611937920,100.0,100.0,83,244.48,ServiceTest1
1611937920,100.0,100.0,62,743.4,ServiceTest4
1611937920,100.0,100.0,109,426.77,ServiceTest11
1611937920,100.0,100.0,49,375.31,ServiceTest8
1611937980,100.0,100.0,64,178.06,ServiceTest10
1611937980,100.0,100.0,86,236.0,ServiceTest3
1611937980,100.0,100.0,78,323.15,ServiceTest9
1611937980,100.0,100.0,93,264.68,ServiceTest2
1611937980,100.0,100.0,88,194.38,ServiceTest5
1611937980,100.0,100.0,80,805.79,ServiceTest4
1611937980,100.0,100.0,87,339.97,ServiceTest11
1611937980,100.0,100.0,74,547.3,ServiceTest7
1611937980,100.0,100.0,68,393.0,ServiceTest6
1611937980,100.0,100.0,64,215.25,ServiceTest1
1611937980,100.0,100.0,62,392.48,ServiceTest8
1611938040,100.0,100.0,58,808.97,ServiceTest4
1611938040,100.0,100.0,81,276.58,ServiceTest9
1611938040,100.0,100.0,79,508.95,ServiceTest7
1611938040,100.0,100.0,86,367.4,ServiceTest2
1611938040,100.0,100.0,73,267.08,ServiceTest11
1611938040,100.0,100.0,76,195.89,ServiceTest1
1611938040,100.0,100.0,59,305.71,ServiceTest6
1611938040,100.0,100.0,67,240.36,ServiceTest5
1611938040,100.0,100.0,94,285.98,ServiceTest3
1611938040,100.0,100.0,67,126.94,ServiceTest10
1611938040,100.0,100.0,82,261.85,ServiceTest8
1611938100,100.0,100.0,85,221.0,ServiceTest9
1611938100,100.0,100.0,61,910.75,ServiceTest4
1611938100,100.0,100.0,77,211.71,ServiceTest11
1611938100,100.0,100.0,88,270.24,ServiceTest1
1611938100,100.0,100.0,74,264.97,ServiceTest2
1611938100,100.0,100.0,86,215.56,ServiceTest5
1611938100,100.0,100.0,77,274.86,ServiceTest3
1611938100,100.0,100.0,83,416.98,ServiceTest8
1611938100,100.0,100.0,81,493.96,ServiceTest7
1611938100,100.0,100.0,67,297.21,ServiceTest6
1611938100,100.0,100.0,48,243.21,ServiceTest10
1611938160,100.0,100.0,76,507.57,ServiceTest6
1611938160,100.0,100.0,91,143.56,ServiceTest1
1611938160,100.0,100.0,70,230.49,ServiceTest9
1611938160,100.0,100.0,55,254.33,ServiceTest10
1611938160,100.0,100.0,66,253.94,ServiceTest5
1611938160,100.0,100.0,72,430.46,ServiceTest11
1611938160,100.0,100.0,99,442.33,ServiceTest7
1611938160,100.0,100.0,108,334.65,ServiceTest8
1611938160,100.0,100.0,78,363.32,ServiceTest3
1611938160,100.0,100.0,67,402.19,ServiceTest2
1611938160,100.0,100.0,71,1054.46,ServiceTest4
1611938220,100.0,100.0,68,286.59,ServiceTest11
1611938220,100.0,100.0,91,154.07,ServiceTest10
1611938220,100.0,100.0,90,289.07,ServiceTest3
1611938220,100.0,100.0,75,377.73,ServiceTest8
1611938220,100.0,100.0,55,374.27,ServiceTest5
1611938220,100.0,100.0,79,521.3,ServiceTest7
1611938220,100.0,100.0,88,400.0,ServiceTest2
1611938220,100.0,100.0,89,292.02,ServiceTest9
1611938220,100.0,100.0,70,938.14,ServiceTest4
1611938220,100.0,100.0,95,114.23,ServiceTest1
1611938220,100.0,100.0,81,417.43,ServiceTest6
1611938280,100.0,100.0,69,387.52,ServiceTest7
1611938280,100.0,100.0,80,396.0,ServiceTest3
1611938280,100.0,100.0,118,256.19,ServiceTest2
1611938280,100.0,100.0,51,319.47,ServiceTest11
1611938280,100.0,100.0,87,224.18,ServiceTest9
1611938280,100.0,100.0,80,276.0,ServiceTest1
1611938280,100.0,100.0,65,237.85,ServiceTest5
1611938280,100.0,100.0,51,468.47,ServiceTest8
1611938280,100.0,100.0,115,142.97,ServiceTest10
1611938280,100.0,100.0,75,938.88,ServiceTest4
1611938280,100.0,100.0,88,343.67,ServiceTest6
1611938340,100.0,100.0,79,343.29,ServiceTest7
1611938340,100.0,100.0,102,157.94,ServiceTest10
1611938340,100.0,100.0,67,239.0,ServiceTest9
1611938340,100.0,100.0,62,327.16,ServiceTest11
1611938340,100.0,100.0,94,149.23,ServiceTest5
1611938340,100.0,100.0,98,148.18,ServiceTest1
1611938340,100.0,100.0,74,283.12,ServiceTest8
1611938340,100.0,100.0,62,296.13,ServiceTest3
1611938340,100.0,100.0,84,286.95,ServiceTest2
1611938340,100.0,100.0,64,863.11,ServiceTest4
1611938340,100.0,100.0,49,320.0,ServiceTest6
1611938400,100.0,100.0,137,195.77,ServiceTest5
1611938400,100.0,100.0,67,328.46,ServiceTest11
1611938400,100.0,100.0,102,241.82,ServiceTest9
1611938400,100.0,100.0,119,191.96,ServiceTest10
1611938400,100.0,100.0,94,342.47,ServiceTest8
1611938400,100.0,100.0,74,129.92,ServiceTest1
1611938400,100.0,100.0,72,189.25,ServiceTest2
1611938400,100.0,100.0,59,493.49,ServiceTest7
1611938400,100.0,100.0,61,340.11,ServiceTest3
1611938400,100.0,100.0,72,832.08,ServiceTest4
1611938400,100.0,100.0,54,306.17,ServiceTest6
1611938460,100.0,100.0,103,271.34,ServiceTest5
1611938460,100.0,100.0,117,325.78,ServiceTest9
1611938460,100.0,100.0,73,406.67,ServiceTest6
1611938460,100.0,100.0,59,341.68,ServiceTest11
1611938460,100.0,100.0,93,267.0,ServiceTest3
1611938460,100.0,100.0,93,207.29,ServiceTest10
1611938460,100.0,100.0,100,324.5,ServiceTest8
1611938460,100.0,100.0,58,247.59,ServiceTest1
1611938460,100.0,100.0,54,813.5,ServiceTest4
1611938460,100.0,100.0,72,278.39,ServiceTest2
1611938460,100.0,100.0,60,518.2,ServiceTest7
1611938520,100.0,100.0,60,366.87,ServiceTest2
1611938520,100.0,100.0,89,453.93,ServiceTest7
1611938520,100.0,100.0,107,275.79,ServiceTest1
1611938520,100.0,100.0,79,367.95,ServiceTest11
1611938520,100.0,100.0,49,283.2,ServiceTest5
1611938520,100.0,100.0,105,388.31,ServiceTest6
1611938520,100.0,100.0,78,347.31,ServiceTest8
1611938520,100.0,100.0,55,243.09,ServiceTest10
1611938520,100.0,100.0,100,288.56,ServiceTest9
1611938520,100.0,100.0,126,293.11,ServiceTest3
1611938520,100.0,100.0,44,835.09,ServiceTest4
1611938580,100.0,100.0,108,251.26,ServiceTest3
1611938580,100.0,100.0,89,318.82,ServiceTest6
1611938580,100.0,100.0,89,309.9,ServiceTest2
1611938580,100.0,100.0,73,303.4,ServiceTest10
1611938580,100.0,100.0,128,217.91,ServiceTest1
1611938580,100.0,100.0,53,416.79,ServiceTest5
1611938580,100.0,100.0,101,249.97,ServiceTest9
1611938580,100.0,100.0,98,369.41,ServiceTest11
1611938580,100.0,100.0,99,549.55,ServiceTest7
1611938580,100.0,100.0,53,350.47,ServiceTest8
1611938580,100.0,100.0,35,1048.8,ServiceTest4
1611938640,100.0,100.0,94,294.72,ServiceTest11
1611938640,100.0,100.0,101,481.3,ServiceTest7
1611938640,100.0,100.0,64,329.73,ServiceTest8
1611938640,100.0,100.0,83,281.7,ServiceTest10
1611938640,100.0,100.0,96,177.41,ServiceTest3
1611938640,100.0,100.0,72,318.29,ServiceTest9
1611938640,100.0,100.0,85,321.6,ServiceTest6
1611938640,100.0,100.0,64,277.19,ServiceTest5
1611938640,100.0,100.0,108,167.0,ServiceTest1
1611938640,100.0,100.0,96,313.58,ServiceTest2
1611938640,100.0,100.0,44,663.89,ServiceTest4
1611938700,100.0,100.0,58,763.97,ServiceTest4
1611938700,100.0,100.0,96,208.59,ServiceTest1
1611938700,100.0,100.0,117,387.49,ServiceTest6
1611938700,100.0,100.0,65,317.2,ServiceTest8
1611938700,100.0,100.0,81,523.21,ServiceTest7
1611938700,100.0,100.0,93,209.65,ServiceTest5
1611938700,100.0,100.0,83,313.78,ServiceTest2
1611938700,100.0,100.0,87,163.99,ServiceTest3
1611938700,100.0,100.0,92,184.76,ServiceTest10
1611938700,100.0,100.0,55,364.15,ServiceTest9
1611938700,100.0,100.0,67,346.66,ServiceTest11
1611938760,100.0,100.0,100,343.5,ServiceTest9
1611938760,100.0,100.0,72,273.67,ServiceTest8
1611938760,100.0,100.0,82,255.0,ServiceTest3
1611938760,100.0,100.0,124,379.08,ServiceTest6
1611938760,100.0,100.0,71,335.52,ServiceTest5
1611938760,100.0,100.0,94,367.0,ServiceTest11
1611938760,100.0,100.0,86,335.09,ServiceTest1
1611938760,100.0,100.0,95,959.78,ServiceTest4
1611938760,100.0,100.0,108,215.39,ServiceTest10
1611938760,100.0,100.0,55,568.25,ServiceTest7
1611938760,100.0,100.0,72,256.96,ServiceTest2
1611938820,100.0,100.0,126,204.05,ServiceTest9
1611938820,100.0,100.0,70,342.0,ServiceTest8
1611938820,100.0,100.0,64,458.81,ServiceTest7
1611938820,100.0,100.0,101,433.97,ServiceTest11
1611938820,100.0,100.0,95,1068.15,ServiceTest4
1611938820,100.0,100.0,76,422.47,ServiceTest2
1611938820,100.0,100.0,81,286.32,ServiceTest10
1611938820,100.0,100.0,77,236.91,ServiceTest1
1611938820,100.0,100.0,66,223.86,ServiceTest3
1611938820,100.0,100.0,74,239.0,ServiceTest5
1611938820,100.0,100.0,112,248.79,ServiceTest6
1611938880,100.0,100.0,90,289.5,ServiceTest8
1611938880,100.0,100.0,84,221.48,ServiceTest3
1611938880,100.0,100.0,86,220.3,ServiceTest9
1611938880,100.0,100.0,93,209.06,ServiceTest10
1611938880,100.0,100.0,98,349.19,ServiceTest11
1611938880,100.0,100.0,68,304.94,ServiceTest2
1611938880,100.0,100.0,65,483.54,ServiceTest6
1611938880,100.0,100.0,86,203.12,ServiceTest5
1611938880,100.0,100.0,88,181.91,ServiceTest1
1611938880,100.0,100.0,81,400.85,ServiceTest7
